,name,club,rank,category,points,id,link
981,זיו גלזר,מכבי מתנ''ס כפר יונה,982,S,215.5,2869,/p/2869/זיו-גלזר
982,יאיר הירס,הפועל ירושלים,983,S40,215.4,3434,/p/3434/יאיר-הירס
983,יהודה חמו,הפועל ירושלים,984,S70,214.4,3400,/p/3400/יהודה-חמו
984,עבדאלכרים קורד,הפועל ירושלים,985,S50,214.2,3860,/p/3860/עבדאלכרים-קורד
985,חנניה היזמי,הפועל ירושלים,986,S60,214.0,4602,/p/4602/חנניה-היזמי
986,ולרי טוצ'ילקין,הפועל ירושלים,987,S40,213.0,4594,/p/4594/ולרי-טוצ-ילקין
987,דן היימן,מ. בני הרצליה,988,S60,212.4,8074,/p/8074/דן-היימן
988,אדאורד רוזנטל,הפועל ירושלים,989,S50,212.0,3408,/p/3408/אדאורד-רוזנטל
989,דימטרי מוסטובוי,מועדון ספורט מעלה אדומים,990,S50,211.5,307,/p/307/דימטרי-מוסטובוי
990,אור מצר,ללא מועדון,991,J17,211.2,4561,/p/4561/אור-מצר
991,אילן בכר,הפועל ירושלים,992,S50,210.9,3567,/p/3567/אילן-בכר
992,דניס מולוקנוב,ללא מועדון,993,S40,210.8,6485,/p/6485/דניס-מולוקנוב
993,סאפר ישועה,הפועל ירושלים,994,S60,210.7,3448,/p/3448/סאפר-ישועה
994,סלבה קושניר,הפועל ירושלים,995,S50,210.5,4121,/p/4121/סלבה-קושניר
995,איציק סנדרוסי,הפועל ירושלים,996,S50,210.4,3618,/p/3618/איציק-סנדרוסי
996,מיכאל אזורב,מועדון ספורט מעלה אדומים,997,S60,210.0,3545,/p/3545/מיכאל-אזורב
997,איתי רייך,מ. בני הרצליה,998,M13,208.9,7644,/p/7644/איתי-רייך
998,דניאל ירמיהו,הפועל ירושלים,999,S70,208.8,3464,/p/3464/דניאל-ירמיהו
999,שרון אהוד,מועדון ספורט מעלה אדומים,1000,S50,208.8,3436,/p/3436/שרון-אהוד
